rid,current_station,current_delay,date_of_service,final_delay
202401258901132,WEY,-1.0,2024-01-25,-2.0
202401258901147,WEY,-1.0,2024-01-25,
202401258901152,WEY,-1.0,2024-01-25,
202401258901157,WEY,,2024-01-25,
202401258901162,WEY,,2024-01-25,
202401258901167,WEY,,2024-01-25,
202401258901172,WEY,,2024-01-25,
202401258901182,WEY,7.0,2024-01-25,14.0
202401258901187,WEY,15.0,2024-01-25,32.0
202401258901192,WEY,-1.0,2024-01-25,6.0
202401258901197,WEY,0.0,2024-01-25,-4.0
202401258901203,WEY,-1.0,2024-01-25,-1.0
202401258901211,WEY,1.0,2024-01-25,-2.0
202401267622346,WEY,0.0,2024-01-26,11.0
202401268901078,WEY,0.0,2024-01-26,-1.0
202401268901080,WEY,0.0,2024-01-26,8.0
202401268901083,WEY,0.0,2024-01-26,4.0
202401268901086,WEY,0.0,2024-01-26,
202401268901090,WEY,0.0,2024-01-26,
202401268901095,WEY,0.0,2024-01-26,17.0
202401268901099,WEY,3.0,2024-01-26,-1.0
202401268901104,WEY,2.0,2024-01-26,-2.0
202401268901108,WEY,0.0,2024-01-26,6.0
202401268901113,WEY,0.0,2024-01-26,-1.0
202401268901118,WEY,0.0,2024-01-26,-1.0
202401268901123,WEY,0.0,2024-01-26,-5.0
202401268901131,WEY,0.0,2024-01-26,1.0
202401268901147,WEY,2.0,2024-01-26,13.0
202401268901152,WEY,-1.0,2024-01-26,6.0
202401268901157,WEY,-1.0,2024-01-26,1.0
202401268901162,WEY,-1.0,2024-01-26,
202401268901167,WEY,,2024-01-26,
202401268901172,WEY,9.0,2024-01-26,15.0
202401268901182,WEY,-1.0,2024-01-26,20.0
202401268901187,WEY,-1.0,2024-01-26,3.0
202401268901192,WEY,-1.0,2024-01-26,13.0
202401268901197,WEY,-1.0,2024-01-26,-1.0
202401268901202,WEY,-1.0,2024-01-26,7.0
202401268901210,WEY,-1.0,2024-01-26,17.0
202401277622389,WEY,1.0,2024-01-27,-3.0
202401278901079,WEY,0.0,2024-01-27,-2.0
202401278901081,WEY,0.0,2024-01-27,4.0
202401278901084,WEY,-1.0,2024-01-27,-1.0
202401278901087,WEY,-1.0,2024-01-27,0.0
202401278901091,WEY,-1.0,2024-01-27,-3.0
202401278901096,WEY,-1.0,2024-01-27,
202401278901100,WEY,0.0,2024-01-27,21.0
202401278901105,WEY,0.0,2024-01-27,20.0
202401278901109,WEY,4.0,2024-01-27,2.0
202401278901114,WEY,6.0,2024-01-27,-3.0
202401278901119,WEY,-1.0,2024-01-27,-4.0
202401278901124,WEY,0.0,2024-01-27,-2.0
202401278901141,WEY,-1.0,2024-01-27,6.0
202401278901143,WEY,0.0,2024-01-27,1.0
202401278901148,WEY,-2.0,2024-01-27,7.0
202401278901153,WEY,-1.0,2024-01-27,3.0
202401278901158,WEY,-1.0,2024-01-27,12.0
202401278901163,WEY,-1.0,2024-01-27,3.0
202401278901168,WEY,-1.0,2024-01-27,
202401278901173,WEY,-1.0,2024-01-27,
202401278901178,WEY,20.0,2024-01-27,25.0
202401278901183,WEY,16.0,2024-01-27,18.0
202401278901188,WEY,16.0,2024-01-27,16.0
202401278901193,WEY,3.0,2024-01-27,4.0
202401278901198,WEY,1.0,2024-01-27,0.0
202401278901204,WEY,7.0,2024-01-27,7.0
202401278901212,WEY,-1.0,2024-01-27,-3.0
202401278901229,WEY,0.0,2024-01-27,-2.0
202401278901231,WEY,-1.0,2024-01-27,-2.0
202401288901115,WEY,0.0,2024-01-28,-7.0
202401288901125,WEY,-1.0,2024-01-28,-9.0
202401288901133,WEY,-1.0,2024-01-28,-6.0
202401288901137,WEY,-1.0,2024-01-28,-1.0
202401288901139,WEY,0.0,2024-01-28,19.0
202401288901142,WEY,-1.0,2024-01-28,0.0
202401288901149,WEY,-1.0,2024-01-28,1.0
202401288901159,WEY,-1.0,2024-01-28,1.0
202401288901169,WEY,-1.0,2024-01-28,1.0
202401288901179,WEY,-1.0,2024-01-28,-1.0
202401288901189,WEY,-1.0,2024-01-28,0.0
202401288901199,WEY,-1.0,2024-01-28,1.0
202401288901207,WEY,-1.0,2024-01-28,-4.0
202401288901215,WEY,-1.0,2024-01-28,3.0
202401297622346,WEY,-1.0,2024-01-29,4.0
202401298901078,WEY,-1.0,2024-01-29,
202401298901080,WEY,0.0,2024-01-29,12.0
202401298901083,WEY,-1.0,2024-01-29,7.0
202401298901086,WEY,-1.0,2024-01-29,-1.0
202401298901090,WEY,0.0,2024-01-29,1.0
202401298901095,WEY,0.0,2024-01-29,-1.0
202401298901099,WEY,1.0,2024-01-29,
202401298901108,WEY,0.0,2024-01-29,0.0
202401298901113,WEY,-1.0,2024-01-29,2.0
202401298901118,WEY,-1.0,2024-01-29,0.0
202401298901123,WEY,-1.0,2024-01-29,-6.0
202401298901132,WEY,-1.0,2024-01-29,4.0
202401298901147,WEY,-1.0,2024-01-29,13.0
202401298901152,WEY,-2.0,2024-01-29,6.0
202401298901157,WEY,-1.0,2024-01-29,0.0
202401298901167,WEY,-1.0,2024-01-29,7.0
202401298901172,WEY,-1.0,2024-01-29,9.0
202401298901182,WEY,-1.0,2024-01-29,4.0
202401298901187,WEY,-2.0,2024-01-29,2.0
202401298901192,WEY,-1.0,2024-01-29,2.0
202401298901203,WEY,2.0,2024-01-29,-1.0
202401298901211,WEY,0.0,2024-01-29,-2.0
202401317622346,WEY,1.0,2024-01-31,2.0
202401318901080,WEY,0.0,2024-01-31,2.0
202401318901083,WEY,0.0,2024-01-31,2.0
202401318901086,WEY,1.0,2024-01-31,-2.0
202401318901090,WEY,-1.0,2024-01-31,-2.0
202401318901095,WEY,-1.0,2024-01-31,1.0
202401318901108,WEY,1.0,2024-01-31,-1.0
202401318901113,WEY,0.0,2024-01-31,0.0
202401318901118,WEY,0.0,2024-01-31,-2.0
202401318901123,WEY,-1.0,2024-01-31,-2.0
202401318901132,WEY,0.0,2024-01-31,0.0
202401318901147,WEY,-1.0,2024-01-31,4.0
202401318901152,WEY,-2.0,2024-01-31,4.0
202401318901157,WEY,-1.0,2024-01-31,-4.0
202401318901167,WEY,-1.0,2024-01-31,0.0
202401318901172,WEY,-1.0,2024-01-31,3.0
202401318901182,WEY,2.0,2024-01-31,0.0
202401318901187,WEY,-1.0,2024-01-31,3.0
202401318901192,WEY,-1.0,2024-01-31,0.0
202401318901203,WEY,-1.0,2024-01-31,9.0
202401318901211,WEY,-1.0,2024-01-31,-2.0
202402017622346,WEY,-1.0,2024-02-01,0.0
202402018901078,WEY,-1.0,2024-02-01,1.0
202402018901080,WEY,0.0,2024-02-01,-3.0
202402018901083,WEY,0.0,2024-02-01,9.0
202402018901086,WEY,,2024-02-01,
202402018901090,WEY,0.0,2024-02-01,-4.0
202402018901095,WEY,0.0,2024-02-01,4.0
202402018901108,WEY,0.0,2024-02-01,-2.0
202402018901113,WEY,0.0,2024-02-01,1.0
202402018901118,WEY,,2024-02-01,
202402018901123,WEY,0.0,2024-02-01,-3.0
202402018901132,WEY,0.0,2024-02-01,0.0
202402018901147,WEY,-1.0,2024-02-01,15.0
202402018901152,WEY,-2.0,2024-02-01,3.0
202402018901157,WEY,-1.0,2024-02-01,-3.0
202402018901167,WEY,-1.0,2024-02-01,4.0
202402018901172,WEY,2.0,2024-02-01,4.0
202402018901182,WEY,-1.0,2024-02-01,5.0
202402018901187,WEY,0.0,2024-02-01,0.0
202402018901192,WEY,-1.0,2024-02-01,2.0
202402018901203,WEY,-1.0,2024-02-01,5.0
202402018901211,WEY,1.0,2024-02-01,-3.0
202402028901080,WEY,-1.0,2024-02-02,0.0
202402028901083,WEY,5.0,2024-02-02,10.0
202402028901086,WEY,4.0,2024-02-02,7.0
202402028901090,WEY,-1.0,2024-02-02,1.0
202402028901095,WEY,-1.0,2024-02-02,-6.0
202402028901099,WEY,0.0,2024-02-02,-4.0
202402028901104,WEY,-1.0,2024-02-02,4.0
202402028901108,WEY,-1.0,2024-02-02,0.0
202402028901113,WEY,-1.0,2024-02-02,-2.0
202402028901118,WEY,0.0,2024-02-02,-2.0
202402028901123,WEY,2.0,2024-02-02,38.0
202402028901210,WEY,-1.0,2024-02-02,0.0
202402028901227,WEY,-1.0,2024-02-02,3.0
202402028901232,WEY,-1.0,2024-02-02,-2.0
202402057622346,WEY,-1.0,2024-02-05,14.0
202402058901078,WEY,1.0,2024-02-05,2.0
202402058901080,WEY,-1.0,2024-02-05,11.0
202402058901083,WEY,0.0,2024-02-05,44.0
202402058901086,WEY,0.0,2024-02-05,4.0
202402058901090,WEY,0.0,2024-02-05,10.0
202402058901095,WEY,-1.0,2024-02-05,
202402058901108,WEY,0.0,2024-02-05,0.0
202402058901113,WEY,2.0,2024-02-05,-1.0
202402058901118,WEY,-1.0,2024-02-05,-2.0
202402058901123,WEY,0.0,2024-02-05,1.0
202402058901132,WEY,-1.0,2024-02-05,0.0
202402058901147,WEY,1.0,2024-02-05,4.0
202402058901152,WEY,-1.0,2024-02-05,38.0
202402058901157,WEY,0.0,2024-02-05,20.0
202402058901167,WEY,-1.0,2024-02-05,0.0
202402058901172,WEY,-1.0,2024-02-05,
202402058901182,WEY,-2.0,2024-02-05,-3.0
202402058901187,WEY,-1.0,2024-02-05,1.0
202402058901192,WEY,0.0,2024-02-05,1.0
202402058901203,WEY,-1.0,2024-02-05,-1.0
202402058901211,WEY,-1.0,2024-02-05,-1.0
202402067622346,WEY,-1.0,2024-02-06,-1.0
202402068901078,WEY,-1.0,2024-02-06,-2.0
202402068901080,WEY,1.0,2024-02-06,-3.0
202402068901083,WEY,-1.0,2024-02-06,-2.0
202402068901086,WEY,0.0,2024-02-06,2.0
202402068901090,WEY,-1.0,2024-02-06,-4.0
202402068901095,WEY,1.0,2024-02-06,1.0
202402068901108,WEY,0.0,2024-02-06,-1.0
202402068901113,WEY,0.0,2024-02-06,1.0
202402068901118,WEY,0.0,2024-02-06,16.0
202402068901123,WEY,3.0,2024-02-06,11.0
202402068901132,WEY,-1.0,2024-02-06,16.0
202402068901147,WEY,-1.0,2024-02-06,3.0
202402068901152,WEY,-1.0,2024-02-06,-3.0
202402068901157,WEY,-1.0,2024-02-06,-1.0
202402068901167,WEY,-1.0,2024-02-06,2.0
202402068901172,WEY,-1.0,2024-02-06,10.0
202402068901182,WEY,-1.0,2024-02-06,0.0
202402068901187,WEY,0.0,2024-02-06,2.0
202402068901192,WEY,-1.0,2024-02-06,2.0
202402068901203,WEY,-1.0,2024-02-06,13.0
202402068901211,WEY,13.0,2024-02-06,15.0
202402077622346,WEY,-1.0,2024-02-07,-1.0
202402078901078,WEY,0.0,2024-02-07,-2.0
202402078901080,WEY,-1.0,2024-02-07,-2.0
202402078901083,WEY,0.0,2024-02-07,0.0
202402078901086,WEY,-1.0,2024-02-07,3.0
202402078901090,WEY,0.0,2024-02-07,-1.0
202402078901095,WEY,0.0,2024-02-07,-1.0
202402078901099,WEY,0.0,2024-02-07,0.0
202402078901104,WEY,0.0,2024-02-07,-2.0
202402078901108,WEY,0.0,2024-02-07,-2.0
202402078901113,WEY,0.0,2024-02-07,-1.0
202402078901118,WEY,1.0,2024-02-07,-1.0
202402078901123,WEY,-1.0,2024-02-07,-3.0
202402078901132,WEY,-1.0,2024-02-07,-1.0
202402078901147,WEY,-1.0,2024-02-07,4.0
202402078901152,WEY,-1.0,2024-02-07,1.0
202402078901157,WEY,-1.0,2024-02-07,0.0
202402078901162,WEY,0.0,2024-02-07,2.0
202402078901167,WEY,1.0,2024-02-07,1.0
202402078901172,WEY,-1.0,2024-02-07,3.0
202402078901182,WEY,-1.0,2024-02-07,2.0
202402078901187,WEY,-1.0,2024-02-07,4.0
202402078901192,WEY,-1.0,2024-02-07,2.0
202402078901197,WEY,-1.0,2024-02-07,-5.0
202402078901203,WEY,-1.0,2024-02-07,-2.0
202402078901211,WEY,-1.0,2024-02-07,-2.0
202402087622346,WEY,-1.0,2024-02-08,-2.0
202402088901078,WEY,-1.0,2024-02-08,2.0
202402088901080,WEY,-1.0,2024-02-08,-1.0
202402088901083,WEY,1.0,2024-02-08,3.0
202402088901086,WEY,-1.0,2024-02-08,1.0
202402088901090,WEY,-1.0,2024-02-08,-4.0
202402088901095,WEY,0.0,2024-02-08,-1.0
202402088901099,WEY,0.0,2024-02-08,-5.0
202402088901104,WEY,-1.0,2024-02-08,-3.0
202402088901108,WEY,-1.0,2024-02-08,12.0
202402088901113,WEY,0.0,2024-02-08,0.0
202402088901118,WEY,1.0,2024-02-08,-1.0
202402088901123,WEY,-1.0,2024-02-08,-5.0
202402088901132,WEY,1.0,2024-02-08,0.0
202402088901147,WEY,-1.0,2024-02-08,0.0
202402088901152,WEY,-1.0,2024-02-08,-1.0
202402088901157,WEY,-1.0,2024-02-08,3.0
202402088901162,WEY,-1.0,2024-02-08,1.0
202402088901167,WEY,-1.0,2024-02-08,3.0
202402088901172,WEY,0.0,2024-02-08,2.0
202402088901182,WEY,1.0,2024-02-08,3.0
202402088901187,WEY,-1.0,2024-02-08,3.0
202402088901192,WEY,-1.0,2024-02-08,3.0
202402088901197,WEY,-1.0,2024-02-08,1.0
202402088901203,WEY,-1.0,2024-02-08,-2.0
202402088901211,WEY,-1.0,2024-02-08,2.0
202402097622346,WEY,-1.0,2024-02-09,0.0
202402098901078,WEY,14.0,2024-02-09,4.0
202402098901080,WEY,0.0,2024-02-09,0.0
202402098901083,WEY,3.0,2024-02-09,1.0
202402098901086,WEY,0.0,2024-02-09,-1.0
202402098901090,WEY,0.0,2024-02-09,-1.0
202402098901095,WEY,-1.0,2024-02-09,4.0
202402098901099,WEY,0.0,2024-02-09,1.0
202402098901104,WEY,0.0,2024-02-09,-2.0
202402098901108,WEY,-1.0,2024-02-09,9.0
202402098901113,WEY,-1.0,2024-02-09,1.0
202402098901118,WEY,0.0,2024-02-09,-1.0
202402098901123,WEY,0.0,2024-02-09,-4.0
202402098901131,WEY,0.0,2024-02-09,1.0
202402098901147,WEY,-1.0,2024-02-09,6.0
202402098901152,WEY,0.0,2024-02-09,8.0
202402098901157,WEY,0.0,2024-02-09,2.0
202402098901162,WEY,-1.0,2024-02-09,1.0
202402098901167,WEY,-1.0,2024-02-09,6.0
202402098901172,WEY,0.0,2024-02-09,0.0
202402098901182,WEY,-1.0,2024-02-09,4.0
202402098901187,WEY,-1.0,2024-02-09,-1.0
202402098901192,WEY,0.0,2024-02-09,-2.0
202402098901197,WEY,0.0,2024-02-09,3.0
202402098901202,WEY,-1.0,2024-02-09,-1.0
202402098901210,WEY,16.0,2024-02-09,1.0
202402107622389,WEY,-1.0,2024-02-10,-1.0
202402108901079,WEY,-1.0,2024-02-10,5.0
202402108901081,WEY,-1.0,2024-02-10,6.0
202402108901084,WEY,0.0,2024-02-10,4.0
202402108901087,WEY,1.0,2024-02-10,2.0
202402108901091,WEY,-1.0,2024-02-10,1.0
202402108901096,WEY,0.0,2024-02-10,4.0
202402108901100,WEY,-1.0,2024-02-10,5.0
202402108901105,WEY,0.0,2024-02-10,-2.0
202402108901109,WEY,-1.0,2024-02-10,1.0
202402108901114,WEY,-1.0,2024-02-10,-1.0
202402108901119,WEY,-1.0,2024-02-10,-6.0
202402108901124,WEY,1.0,2024-02-10,-1.0
202402108901141,WEY,-1.0,2024-02-10,3.0
202402108901143,WEY,-1.0,2024-02-10,4.0
202402108901148,WEY,-1.0,2024-02-10,9.0
202402108901153,WEY,-1.0,2024-02-10,0.0
202402108901158,WEY,0.0,2024-02-10,4.0
202402108901163,WEY,-1.0,2024-02-10,7.0
202402108901168,WEY,-1.0,2024-02-10,23.0
202402108901173,WEY,-1.0,2024-02-10,12.0
202402108901178,WEY,-1.0,2024-02-10,0.0
202402108901183,WEY,-1.0,2024-02-10,0.0
202402108901188,WEY,-1.0,2024-02-10,2.0
202402108901193,WEY,-1.0,2024-02-10,0.0
202402108901198,WEY,-1.0,2024-02-10,-3.0
202402108901204,WEY,-1.0,2024-02-10,8.0
202402108901212,WEY,-1.0,2024-02-10,0.0
202402108901229,WEY,0.0,2024-02-10,-2.0
202402108901231,WEY,-1.0,2024-02-10,1.0
202402118901115,WEY,-1.0,2024-02-11,-3.0
202402118901125,WEY,-1.0,2024-02-11,-5.0
202402118901133,WEY,-1.0,2024-02-11,-3.0
202402118901137,WEY,-1.0,2024-02-11,-2.0
202402118901139,WEY,-1.0,2024-02-11,1.0
202402118901142,WEY,-1.0,2024-02-11,-3.0
202402118901149,WEY,-1.0,2024-02-11,-2.0
202402118901159,WEY,-1.0,2024-02-11,-3.0
202402118901169,WEY,-1.0,2024-02-11,-4.0
202402118901179,WEY,-1.0,2024-02-11,-2.0
202402118901189,WEY,-1.0,2024-02-11,6.0
202402118901199,WEY,-1.0,2024-02-11,1.0
202402118901207,WEY,-1.0,2024-02-11,-1431.0
202402118901215,WEY,-1.0,2024-02-11,1.0
202402127622346,WEY,-1.0,2024-02-12,1.0
202402128901078,WEY,-1.0,2024-02-12,2.0
202402128901080,WEY,2.0,2024-02-12,1.0
202402128901083,WEY,0.0,2024-02-12,2.0
202402128901086,WEY,-1.0,2024-02-12,5.0
202402128901090,WEY,-1.0,2024-02-12,3.0
202402128901095,WEY,-1.0,2024-02-12,-2.0
202402128901099,WEY,0.0,2024-02-12,1.0
202402128901104,WEY,-1.0,2024-02-12,-3.0
202402128901108,WEY,0.0,2024-02-12,-1.0
202402128901113,WEY,0.0,2024-02-12,3.0
202402128901118,WEY,-1.0,2024-02-12,-3.0
202402128901123,WEY,0.0,2024-02-12,-2.0
202402128901132,WEY,0.0,2024-02-12,1.0
202402128901147,WEY,-1.0,2024-02-12,2.0
202402128901152,WEY,-1.0,2024-02-12,18.0
202402128901157,WEY,-1.0,2024-02-12,1.0
202402128901162,WEY,-1.0,2024-02-12,6.0
202402128901167,WEY,-1.0,2024-02-12,8.0
202402128901172,WEY,0.0,2024-02-12,5.0
202402128901182,WEY,-1.0,2024-02-12,6.0
202402128901187,WEY,-1.0,2024-02-12,5.0
202402128901192,WEY,-1.0,2024-02-12,-1.0
202402128901197,WEY,-1.0,2024-02-12,1.0
202402128901203,WEY,-1.0,2024-02-12,1.0
202402128901211,WEY,1.0,2024-02-12,0.0
202402137622346,WEY,7.0,2024-02-13,10.0
202402138901078,WEY,-1.0,2024-02-13,94.0
202402138901080,WEY,0.0,2024-02-13,55.0
202402138901083,WEY,0.0,2024-02-13,8.0
202402138901086,WEY,-1.0,2024-02-13,
202402138901090,WEY,0.0,2024-02-13,41.0
202402138901095,WEY,,2024-02-13,
202402138901099,WEY,12.0,2024-02-13,27.0
202402138901104,WEY,,2024-02-13,
202402138901108,WEY,24.0,2024-02-13,37.0
202402138901113,WEY,,2024-02-13,
202402138901118,WEY,4.0,2024-02-13,-2.0
202402138901123,WEY,7.0,2024-02-13,40.0
202402138901132,WEY,-1.0,2024-02-13,21.0
202402138901147,WEY,-1.0,2024-02-13,
202402138901152,WEY,0.0,2024-02-13,43.0
202402138901157,WEY,-1.0,2024-02-13,22.0
202402138901162,WEY,-1.0,2024-02-13,42.0
202402138901167,WEY,74.0,2024-02-13,
202402138901172,WEY,22.0,2024-02-13,60.0
202402138901182,WEY,32.0,2024-02-13,
202402138901187,WEY,14.0,2024-02-13,
202402138901192,WEY,1.0,2024-02-13,8.0
202402138901197,WEY,24.0,2024-02-13,52.0
202402138901203,WEY,4.0,2024-02-13,23.0
202402138901211,WEY,-1.0,2024-02-13,15.0
202402147622346,WEY,-1.0,2024-02-14,-1.0
202402148901078,WEY,-1.0,2024-02-14,-1.0
202402148901080,WEY,-1.0,2024-02-14,-1.0
202402148901083,WEY,-1.0,2024-02-14,-1.0
202402148901086,WEY,0.0,2024-02-14,6.0
202402148901090,WEY,0.0,2024-02-14,4.0
202402148901095,WEY,0.0,2024-02-14,0.0
202402148901099,WEY,1.0,2024-02-14,6.0
202402148901104,WEY,1.0,2024-02-14,-3.0
202402148901108,WEY,0.0,2024-02-14,3.0
202402148901113,WEY,0.0,2024-02-14,1.0
202402148901118,WEY,-1.0,2024-02-14,-3.0
202402148901123,WEY,0.0,2024-02-14,-1.0
202402148901132,WEY,1.0,2024-02-14,3.0
202402148901147,WEY,0.0,2024-02-14,12.0
202402148901152,WEY,-1.0,2024-02-14,0.0
202402148901157,WEY,-1.0,2024-02-14,0.0
202402148901162,WEY,-1.0,2024-02-14,0.0
202402148901167,WEY,-1.0,2024-02-14,4.0
202402148901172,WEY,-1.0,2024-02-14,18.0
202402148901182,WEY,2.0,2024-02-14,12.0
202402148901187,WEY,-1.0,2024-02-14,18.0
202402148901192,WEY,1.0,2024-02-14,9.0
202402148901197,WEY,1.0,2024-02-14,-1.0
202402148901203,WEY,-1.0,2024-02-14,9.0
202402148901211,WEY,-1.0,2024-02-14,-4.0
202402157622346,WEY,1.0,2024-02-15,10.0
202402158901078,WEY,-1.0,2024-02-15,14.0
202402158901083,WEY,-1.0,2024-02-15,2.0
202402158901086,WEY,0.0,2024-02-15,1.0
202402158901090,WEY,0.0,2024-02-15,4.0
202402158901095,WEY,0.0,2024-02-15,0.0
202402158901099,WEY,0.0,2024-02-15,-4.0
202402158901104,WEY,0.0,2024-02-15,1.0
202402158901108,WEY,0.0,2024-02-15,12.0
202402158901113,WEY,-1.0,2024-02-15,4.0
202402158901118,WEY,0.0,2024-02-15,0.0
202402158901123,WEY,-1.0,2024-02-15,-8.0
202402158901132,WEY,-1.0,2024-02-15,4.0
202402158901147,WEY,0.0,2024-02-15,15.0
202402158901152,WEY,-1.0,2024-02-15,10.0
202402158901157,WEY,0.0,2024-02-15,2.0
202402158901162,WEY,-1.0,2024-02-15,1.0
202402158901167,WEY,-1.0,2024-02-15,3.0
202402158901172,WEY,-1.0,2024-02-15,0.0
202402158901182,WEY,2.0,2024-02-15,11.0
202402158901187,WEY,-2.0,2024-02-15,10.0
202402158901192,WEY,-1.0,2024-02-15,0.0
202402158901197,WEY,-1.0,2024-02-15,11.0
202402158901203,WEY,-1.0,2024-02-15,3.0
202402158901211,WEY,-1.0,2024-02-15,-3.0
202402167622346,WEY,-1.0,2024-02-16,1.0
202402168901078,WEY,-1.0,2024-02-16,3.0
202402168901080,WEY,-1.0,2024-02-16,1.0
202402168901083,WEY,0.0,2024-02-16,-6.0
202402168901086,WEY,-1.0,2024-02-16,0.0
202402168901090,WEY,0.0,2024-02-16,1.0
202402168901095,WEY,0.0,2024-02-16,0.0
202402168901099,WEY,0.0,2024-02-16,4.0
202402168901104,WEY,-1.0,2024-02-16,0.0
202402168901108,WEY,1.0,2024-02-16,18.0
202402168901113,WEY,-1.0,2024-02-16,12.0
202402168901118,WEY,-1.0,2024-02-16,-1.0
202402168901123,WEY,-1.0,2024-02-16,-2.0
202402168901131,WEY,0.0,2024-02-16,0.0
202402168901147,WEY,-1.0,2024-02-16,14.0
202402168901152,WEY,-1.0,2024-02-16,3.0
202402168901157,WEY,-1.0,2024-02-16,-1.0
202402168901162,WEY,-1.0,2024-02-16,2.0
202402168901167,WEY,-1.0,2024-02-16,1.0
202402168901172,WEY,-1.0,2024-02-16,3.0
202402168901182,WEY,-1.0,2024-02-16,40.0
202402168901187,WEY,-1.0,2024-02-16,20.0
202402168901192,WEY,-1.0,2024-02-16,1.0
202402168901197,WEY,-1.0,2024-02-16,6.0
202402168901202,WEY,-1.0,2024-02-16,18.0
202402168901210,WEY,-1.0,2024-02-16,-5.0
202402177622389,WEY,-1.0,2024-02-17,1.0
202402178901079,WEY,-1.0,2024-02-17,-2.0
202402178901081,WEY,-1.0,2024-02-17,13.0
202402178901084,WEY,0.0,2024-02-17,-2.0
202402178901087,WEY,0.0,2024-02-17,7.0
202402178901091,WEY,0.0,2024-02-17,25.0
202402178901096,WEY,17.0,2024-02-17,28.0
202402178901100,WEY,5.0,2024-02-17,4.0
202402178901105,WEY,1.0,2024-02-17,2.0
202402178901109,WEY,-1.0,2024-02-17,2.0
202402178901114,WEY,0.0,2024-02-17,2.0
202402178901119,WEY,0.0,2024-02-17,9.0
202402178901124,WEY,2.0,2024-02-17,5.0
202402178901141,WEY,-1.0,2024-02-17,21.0
202402178901143,WEY,-1.0,2024-02-17,1.0
202402178901148,WEY,-1.0,2024-02-17,4.0
202402178901153,WEY,0.0,2024-02-17,8.0
202402178901158,WEY,-1.0,2024-02-17,0.0
202402178901163,WEY,-1.0,2024-02-17,-4.0
202402178901168,WEY,-1.0,2024-02-17,0.0
202402178901173,WEY,3.0,2024-02-17,4.0
202402178901178,WEY,6.0,2024-02-17,1.0
202402178901183,WEY,2.0,2024-02-17,1.0
202402178901188,WEY,-1.0,2024-02-17,-1.0
202402178901193,WEY,-1.0,2024-02-17,5.0
202402178901198,WEY,-1.0,2024-02-17,4.0
202402178901204,WEY,-1.0,2024-02-17,2.0
202402178901212,WEY,-1.0,2024-02-17,-5.0
202402178901229,WEY,-1.0,2024-02-17,-1.0
202402178901231,WEY,-1.0,2024-02-17,5.0
202402188901115,WEY,0.0,2024-02-18,24.0
202402188901125,WEY,-1.0,2024-02-18,-2.0
202402188901133,WEY,10.0,2024-02-18,24.0
202402188901137,WEY,6.0,2024-02-18,2.0
202402188901139,WEY,1.0,2024-02-18,0.0
202402188901142,WEY,-1.0,2024-02-18,5.0
202402188901149,WEY,-1.0,2024-02-18,6.0
202402188901159,WEY,-1.0,2024-02-18,3.0
202402188901169,WEY,-1.0,2024-02-18,0.0
202402188901179,WEY,-1.0,2024-02-18,1.0
202402188901189,WEY,-1.0,2024-02-18,-1.0
202402188901199,WEY,-1.0,2024-02-18,3.0
202402188901207,WEY,-1.0,2024-02-18,-3.0
202402188901215,WEY,-1.0,2024-02-18,-4.0
202402197622346,WEY,-1.0,2024-02-19,-4.0
202402198901078,WEY,-1.0,2024-02-19,0.0
202402198901080,WEY,0.0,2024-02-19,-2.0
202402198901083,WEY,0.0,2024-02-19,12.0
202402198901086,WEY,0.0,2024-02-19,-2.0
202402198901090,WEY,0.0,2024-02-19,1.0
202402198901095,WEY,0.0,2024-02-19,4.0
202402198901099,WEY,0.0,2024-02-19,-1.0
202402198901104,WEY,0.0,2024-02-19,-2.0
202402198901108,WEY,0.0,2024-02-19,-2.0
202402198901113,WEY,0.0,2024-02-19,1.0
202402198901118,WEY,0.0,2024-02-19,1.0
202402198901123,WEY,-1.0,2024-02-19,1.0
202402198901132,WEY,0.0,2024-02-19,
202402198901147,WEY,-1.0,2024-02-19,4.0
202402198901152,WEY,-1.0,2024-02-19,4.0
202402198901157,WEY,-1.0,2024-02-19,5.0
202402198901162,WEY,-1.0,2024-02-19,1.0
202402198901167,WEY,-1.0,2024-02-19,2.0
202402198901172,WEY,0.0,2024-02-19,0.0
202402198901182,WEY,-1.0,2024-02-19,3.0
202402198901187,WEY,-1.0,2024-02-19,2.0
202402198901192,WEY,0.0,2024-02-19,-1.0
202402198901197,WEY,-1.0,2024-02-19,-4.0
202402198901203,WEY,-1.0,2024-02-19,-2.0
202402198901211,WEY,0.0,2024-02-19,-1375.0
202402207622346,WEY,-1.0,2024-02-20,1.0
202402208901078,WEY,-1.0,2024-02-20,1.0
202402208901080,WEY,0.0,2024-02-20,-2.0
202402208901083,WEY,1.0,2024-02-20,1.0
202402208901086,WEY,-1.0,2024-02-20,-2.0
202402208901090,WEY,-1.0,2024-02-20,-1.0
202402208901095,WEY,0.0,2024-02-20,-1.0
202402208901099,WEY,0.0,2024-02-20,2.0
202402208901104,WEY,-1.0,2024-02-20,-3.0
202402208901108,WEY,0.0,2024-02-20,10.0
202402208901113,WEY,-1.0,2024-02-20,0.0
202402208901118,WEY,-1.0,2024-02-20,-1.0
202402208901123,WEY,-1.0,2024-02-20,1.0
202402208901132,WEY,0.0,2024-02-20,-1.0
202402208901147,WEY,-1.0,2024-02-20,1.0
202402208901152,WEY,-1.0,2024-02-20,6.0
